Name,RA(2000),DEC(2000),redsh,Vmag,Radio Fl,X Fl(mJ,Class
Q 2156-1717,21 59 44.1,-17 03 02,2.580,18.6,0.,0.000,QSO radio quiet
2157-187,21 59 46.9,-18 31 07,1.424,19.5,0.,0.000,QSO radio quiet
QSM7:63,21 59 49.7,-19 11 12,1.368,19.6,0.,0.000,QSO radio quiet
21570-302,21 59 59.3,-30 00 27,1.900,18.1,0.,0.003,QSO radio quiet
QSM8:58,21 59 52.1,-18 58 18,1.896,19.4,0.,0.000,QSO radio quiet
2157-198,21 59 54.5,-19 35 57,1.884,18.5,0.,0.000,QSO radio quiet
QSM8:26,21 59 59.5,-18 21 03,0.849,18.6,0.,0.000,QSO radio quiet
QSM7:33,22 00 02.4,-19 25 45,1.206,18.6,0.,0.000,QSO radio quiet
2157-213,22 00 05.3,-21 09 03,1.930,19.2,0.,0.000,QSO radio quiet
PKS 2157-200,22 00 07.8,-19 45 46,1.198,18.2,130.,0.000,QSO radio loud flat
Q 2157-1732,22 00 12.0,-17 18 16,2.850,19.0,0.,0.000,QSO radio quiet
QSM8:17,22 00 16.9,-18 41 24,1.440,19.5,0.,0.000,QSO radio quiet
NGC 7171 BSO1,22 00 16.3,-13 09 04,0.730,17.5,96.,0.000,QSO radio loud
Q 2157-2045,22 00 24.1,-20 31 14,1.910,19.1,0.,0.000,QSO radio quiet
A09.09,22 00 36.3,-35 02 17,2.700,16.9,0.,0.000,QSO radio quiet
IC 1417,22 00 20.6,-13 08 57,0.018,13.1,0.,0.000,Seyfert type 2
MC 2157+102,22 00 09.8,10 30 33,0.000,18.7,205.,0.000,QSO radio loud flat
2157-180,22 00 30.0,-17 50 57,0.380,18.3,0.,0.000,QSO radio quiet
QSM7:04,22 00 32.2,-19 20 25,1.142,19.9,0.,0.000,QSO radio quiet
2158-214U,22 00 55.1,-21 13 55,2.079,17.9,0.,0.000,QSO radio quiet
MARK  520,22 00 41.4,10 33 08,0.028,14.4,9.,0.000,Seyfert type 1
QSM8:02,22 00 59.6,-18 41 21,0.687,17.2,0.,0.051,QSO radio quiet
PKS 2158-380,22 01 17.0,-37 46 23,0.033,14.0,590.,0.000,Radio Galaxy
Q 2158-1754,22 01 05.2,-17 40 04,2.266,18.6,0.,0.000,QSO radio quiet
QSM8:23,22 01 09.2,-18 27 06,0.920,19.4,0.,0.000,QSO radio quiet
A09.31,22 01 21.2,-32 31 44,2.130,17.8,0.,0.000,QSO radio quiet
QSM8:10,22 01 15.2,-18 48 33,1.240,19.8,0.,0.011,QSO radio quiet
Q 2158-2110,22 01 18.0,-20 56 12,1.950,18.7,0.,0.000,QSO radio quiet
QSM7:07,22 01 21.4,-19 16 35,1.670,19.7,0.,0.000,QSO radio quiet
MC 2158+101,22 01 16.8,10 23 48,1.729,18.4,220.,0.000,QSO radio loud flat
Q 2158-1657,22 01 33.9,-16 42 60,0.475,19.0,0.,0.000,Galaxy unbarred
A09.14,22 01 51.2,-33 44 37,2.210,17.7,0.,0.000,QSO radio quiet
PB 5041,22 01 29.7,01 29 55,0.160,15.8,0.,0.707,Seyfert type 1
QSM4:18,22 01 51.0,-18 51 52,0.364,18.1,0.,0.000,QSO radio quiet
NGC 7172,22 02 01.9,-31 52 08,0.008,13.6,2.,0.006,Seyfert type 2
Q 2159-1619,22 01 53.5,-16 05 06,1.750,18.3,0.,0.000,QSO radio quiet
QSM5:09,22 01 57.2,-19 24 38,0.807,19.5,0.,0.000,QSO radio quiet
A09.24,22 02 15.1,-33 03 21,1.510,16.7,0.,0.097,QSO radio quiet
Q 2159-1838,22 02 04.9,-18 23 44,1.650,19.1,0.,0.000,QSO radio quiet
QSM5:01,22 02 06.1,-19 18 01,1.412,20.1,0.,0.006,QSO radio quiet
2159-194U,22 02 09.4,-19 11 50,1.170,17.9,0.,0.000,QSO radio quiet
QSM5:02,22 02 09.6,-19 18 18,1.412,20.4,0.,0.006,QSO radio quiet
Q 2159-1810,22 02 09.5,-17 55 60,2.650,19.0,0.,0.000,QSO radio quiet
QSM4:28,22 02 11.3,-18 35 12,1.578,19.3,0.,0.000,QSO radio quiet
MS 21595-5713,22 02 55.4,-56 59 38,0.083,15.5,0.,0.130,QSO radio quiet
QSM5:45,22 02 16.2,-19 17 16,0.728,18.8,0.,0.000,QSO radio quiet
QSM4:20,22 02 25.8,-18 35 40,1.155,19.5,0.,0.000,QSO radio quiet
QSM4:35,22 02 25.8,-18 31 49,0.815,19.6,0.,0.014,QSO radio quiet
QSM5:42,22 02 30.0,-19 01 52,1.045,18.5,0.,0.005,QSO radio quiet
A09.65,22 02 43.0,-36 10 21,2.010,17.7,0.,0.000,QSO radio quiet
QSM5:43,22 02 32.8,-19 12 45,0.812,20.4,0.,0.000,QSO radio quiet
Q 2159-2058,22 02 35.1,-20 44 23,2.119,18.1,0.,0.000,QSO radio quiet
QSM4:10,22 02 34.7,-18 55 56,1.493,20.3,0.,0.000,QSO radio quiet
PKS 2159-175,22 02 34.3,-17 16 28,2.430,18.7,34.,0.000,QSO radio loud
2159-172,22 02 41.9,-16 57 38,1.360,19.0,0.,0.000,QSO radio quiet
QSM4:05,22 02 44.5,-18 48 53,1.622,20.5,0.,0.000,QSO radio quiet
QSM5:15,22 02 49.7,-19 23 41,1.903,20.2,0.,0.000,QSO radio quiet
QSM5:31,22 02 51.7,-19 26 40,2.042,20.4,0.,0.021,QSO radio quiet
PKS 2200-238,22 02 56.0,-23 35 11,2.118,18.2,671.,0.000,QSO radio loud flat
QSM4:54,22 02 58.6,-18 20 13,1.713,20.2,0.,0.000,QSO radio quiet
2200-182,22 02 59.4,-17 59 59,1.590,19.2,0.,0.000,QSO radio quiet
2200-217,22 03 06.2,-21 31 30,0.280,18.5,0.,0.000,Galaxy unbarred
Q 2200-1816,22 03 11.6,-18 01 42,1.160,15.0,0.,0.000,QSO radio quiet
QSM5:30,22 03 14.4,-19 37 52,1.277,20.1,0.,0.000,QSO radio quiet
Q 2200-2019,22 03 18.0,-20 05 19,0.671,18.1,0.,0.000,QSO radio quiet
QSM5:36,22 03 21.0,-19 15 05,1.165,20.4,0.,0.000,QSO radio quiet
Q 2200-1759,22 03 23.6,-17 44 44,0.988,18.2,0.,0.000,QSO radio quiet
BL Lacertae,22 02 43.2,42 16 40,0.069,14.9,4770.,0.978,BL Lac
S4 2200+420,22 02 43.2,42 16 40,0.069,14.9,4770.,0.978,BL Lac
BL Lacertae,22 02 43.2,42 16 40,0.069,14.9,4770.,0.978,BL Lac
Bl Lac,22 02 43.2,42 16 40,0.069,14.9,4770.,0.978,BL Lac
1Jy2200+420,22 02 43.2,42 16 40,0.069,14.9,4770.,0.978,BL Lac
S42200+420,22 02 43.2,42 16 40,0.069,14.9,4770.,0.978,BL Lac
Q 2200+0123,22 03 13.1,01 38 30,0.064,17.6,0.,0.000,Galaxy unbarred
ESO 108-G10,22 04 29.1,-66 06 47,0.010,14.9,0.,0.000,Seyfert type 2
QSM4:57,22 03 29.4,-18 34 59,1.288,19.6,0.,0.000,QSO radio quiet
QSM5:25,22 03 36.0,-19 35 07,1.168,19.3,0.,0.000,QSO radio quiet
Q 2200-1629,22 03 34.1,-16 14 54,2.070,18.6,0.,0.000,QSO radio quiet
2200-205,22 03 37.5,-20 15 58,0.810,18.7,0.,0.000,QSO radio quiet
Q 2200-1958,22 03 40.1,-19 43 47,1.254,17.6,0.,0.000,QSO radio quiet
QSM5:23,22 03 42.6,-19 30 39,1.982,19.4,0.,0.000,QSO radio quiet
QSM5:19,22 03 43.3,-19 16 03,2.028,19.1,0.,0.000,QSO radio quiet
B2 2201+31A,22 03 14.9,31 45 38,0.298,15.6,2320.,0.715,QSO radio loud flat
1Jy2201+315,22 03 14.9,31 45 38,0.298,15.6,2320.,0.715,QSO radio loud flat
PKS 2201+171,22 03 26.9,17 25 48,1.076,18.5,590.,0.098,QSO radio loud flat
QSM4:44,22 03 54.1,-18 42 35,0.615,19.6,0.,0.007,QSO radio quiet
A09.15,22 04 06.0,-33 18 46,1.980,17.9,0.,0.000,QSO radio quiet
QSM4:48,22 03 60.0,-18 51 46,1.654,20.4,0.,0.000,QSO radio quiet
T31,22 04 01.6,-18 19 42,1.814,18.1,0.,0.000,QSO radio quiet
2201-171,22 04 05.8,-16 52 25,2.430,19.4,0.,0.000,QSO radio quiet
QSM4:46,22 04 09.1,-18 43 30,1.921,20.4,0.,0.000,QSO radio quiet
Q 2201-1630,22 04 14.0,-16 15 52,2.860,18.8,0.,0.000,QSO radio quiet
Q 2201-2013,22 04 19.0,-19 59 15,2.174,17.9,67.,0.000,QSO radio loud
2201-211,22 04 19.9,-20 57 05,0.230,19.3,22.,0.000,Radio Galaxy radio l
2201-176,22 04 19.8,-17 21 30,2.270,19.0,0.,0.000,QSO radio quiet
A09.62,22 04 36.5,-35 53 01,1.540,18.1,0.,0.000,QSO radio quiet
PKS 2201+04,22 04 17.7,04 40 02,0.028,15.2,590.,0.350,QSO radio loud flat
IRAS 22017+0319,22 04 19.2,03 33 53,0.066,14.5,8.,0.000,Seyfert type 2
QSM6:01,22 04 36.5,-19 12 15,2.086,19.9,0.,0.000,QSO radio quiet
QSM3:38,22 04 42.4,-18 31 50,0.623,20.1,0.,0.000,Galaxy unbarred
QSM3:43,22 04 44.2,-18 33 51,0.969,19.8,0.,0.012,QSO radio quiet
QSM3:41,22 04 44.6,-18 50 54,1.123,20.3,0.,0.005,QSO radio quiet
QSM3:36,22 04 46.4,-18 47 11,0.873,20.3,0.,0.004,QSO radio quiet
QSM6:07,22 04 48.8,-19 24 34,0.842,19.0,0.,0.019,QSO radio quiet
QSM3:06,22 04 54.2,-18 41 56,2.094,19.3,0.,0.000,QSO radio quiet
2202-202,** ** 0  N,** ** 0,2.260,19.5,0.,0.000,QSO radio quiet
2202-181,22 05 00.9,-17 54 06,0.000,19.5,0.,0.000,QSO radio quiet
QSM3:11,22 05 01.8,-18 31 26,1.473,20.4,0.,0.000,QSO radio quiet
Q 2202-1836,22 05 05.4,-18 21 60,1.770,19.2,0.,0.000,QSO radio quiet
2202-201,22 05 14.7,-19 53 06,2.180,19.2,0.,0.000,QSO radio quiet
Q 2202-2045,22 05 16.4,-20 30 48,1.590,18.8,0.,0.000,QSO radio quiet
QSM6:38,22 05 19.4,-19 30 30,0.976,20.3,0.,0.000,QSO radio quiet
PB 5062,22 05 09.9,-01 55 18,1.770,17.2,0.,0.000,QSO radio quiet
Q 2202-1832,22 05 20.3,-18 17 22,1.808,18.5,0.,0.000,QSO radio quiet
A09.23,22 05 36.2,-34 26 03,2.870,18.4,0.,0.000,QSO radio quiet
Q 2202-2043,22 05 28.7,-20 29 18,1.770,18.8,0.,0.000,QSO radio quiet
Q 2202-1745,22 05 33.0,-17 30 42,2.194,18.7,0.,0.000,QSO radio quiet
RX J22056-2844,22 05 41.6,-28 44 35,0.497,18.2,94.,0.000,QSO radio loud
RX J22057-2827,22 05 44.7,-28 27 12,0.291,17.6,0.,0.099,QSO radio quiet
2202-189,22 05 38.9,-18 44 58,0.855,19.2,0.,0.016,QSO radio quiet
Q 2202-1735,22 05 41.5,-17 20 40,2.210,18.0,0.,0.000,QSO radio quiet
2203-187,22 05 46.4,-18 31 49,0.626,18.4,0.,0.015,QSO radio quiet
Q 2203-2145,22 05 51.4,-21 30 34,2.273,18.1,0.,0.000,QSO radio quiet
QSM6:24,22 05 51.6,-19 27 19,0.446,19.6,0.,0.000,Galaxy unbarred
Q 2203-1755,22 05 55.0,-17 40 43,2.490,18.1,0.,0.000,QSO radio quiet
QSM3:16,22 06 00.2,-18 21 52,1.179,20.0,0.,0.000,QSO radio quiet
2203-204,22 06 02.0,-20 13 26,2.796,19.5,0.,0.000,QSO radio quiet
RX J22061-3005,22 06 10.4,-30 05 14,0.165,18.5,0.,0.149,Seyfert type 1
2203-188,22 06 02.7,-18 38 15,1.665,19.5,0.,0.000,QSO radio quiet
QSM6:28,22 06 04.5,-19 30 56,2.116,20.1,0.,0.000,QSO radio quiet
2203-205,22 06 05.2,-20 18 07,2.420,19.6,0.,0.000,QSO radio quiet
Q 2203-1739,22 06 06.1,-17 24 60,1.590,19.0,0.,0.000,QSO radio quiet
OY-106,22 06 10.3,-18 35 38,0.618,19.5,4243.,0.016,QSO radio loud flat
1Jy2203-188,22 06 10.3,-18 35 38,0.618,18.5,4243.,0.016,QSO radio loud flat
PKS 2203-18,22 06 10.5,-18 35 39,0.618,19.5,4243.,0.016,QSO radio loud flat
QSM6:22,22 06 11.7,-19 38 14,1.046,20.1,0.,0.000,QSO radio quiet
QSM6:46,22 06 12.5,-19 19 56,0.972,20.2,0.,0.000,QSO radio quiet
QSM6:10,22 06 12.9,-19 12 12,0.976,19.3,0.,0.000,QSO radio quiet
QSM6:15,22 06 15.1,-19 05 23,0.649,19.2,0.,0.026,QSO radio quiet
Q 2203-1921,22 06 19.6,-19 06 42,2.330,18.8,0.,0.000,QSO radio quiet
A09.57,22 06 38.6,-35 26 31,3.250,19.2,0.,0.000,QSO radio quiet
Q 2203-1950,22 06 31.4,-19 36 03,1.363,19.5,0.,0.000,QSO radio quiet
Q 2203+29,22 06 02.7,29 30 02,4.406,20.6,820.,0.000,QSO radio loud steep
PKS 2203-215,22 06 41.4,-21 19 42,0.577,17.4,234.,0.218,QSO radio loud flat
Q 2203-1833,22 06 39.7,-18 18 46,2.728,18.6,0.,0.000,QSO radio quiet
2204-178,22 06 44.2,-17 36 44,2.080,19.5,0.,0.000,QSO radio quiet
IRAS 22040+0332,22 06 34.2,03 46 55,0.064,0.0,0.,0.000,Seyfert type 2
MS 22040-4059,22 07 04.6,-40 44 37,0.231,19.3,0.,0.146,Galaxy unbarred
Q 2204-2124,22 06 50.4,-21 10 05,2.290,18.7,0.,0.000,QSO radio quiet
2204-173,22 06 48.0,-17 07 26,1.810,18.7,0.,0.000,QSO radio quiet
Q 2204-2032,22 06 58.3,-20 17 22,1.798,19.1,0.,0.000,QSO radio quiet
Q 2204+0127,22 06 46.2,01 41 46,2.757,18.8,0.,0.000,QSO radio quiet
Q 2204-1844,22 07 00.8,-18 30 09,1.460,18.9,0.,0.000,QSO radio quiet
1E 22044+468,22 06 25.5,47 04 43,0.163,19.1,0.,0.000,Seyfert type 1
PKS 2204-54,22 07 43.6,-53 46 33,1.206,17.7,2410.,0.094,QSO radio loud flat
1Jy2204-540,22 07 43.6,-53 46 34,1.206,18.0,2410.,0.094,QSO radio loud flat
PKS 2204-573,22 07 54.0,-57 07 36,2.725,17.4,360.,0.000,QSO radio loud flat
Q 2204-1911,22 07 17.0,-18 56 59,1.063,17.6,0.,0.000,QSO radio quiet
Q 2204-408,22 07 34.3,-40 36 57,3.155,17.6,31.,0.000,QSO radio loud
NGC 7212,22 07 02.0,10 14 00,0.026,13.9,46.,0.000,Seyfert type 2
Q 2204-1754,22 07 23.5,-17 39 54,2.110,19.1,0.,0.000,QSO radio quiet
Q 2204+0121,22 07 12.5,01 35 41,0.090,18.8,0.,0.000,Galaxy unbarred
Q 2204+0217,** ** 0  N,** ** 0,0.332,18.3,0.,0.000,Galaxy unbarred
Q 2204-1853,22 07 25.9,-18 38 33,1.940,19.1,0.,0.000,QSO radio quiet
Q 2204-1737,22 07 26.4,-17 23 05,2.820,19.0,0.,0.000,QSO radio quiet
RX J22076-2959,22 07 39.7,-29 59 52,0.506,17.3,0.,0.082,QSO radio quiet
PKS 2204-208,22 07 34.0,-20 38 37,1.923,20.0,90.,0.000,QSO radio loud steep
Q 2204-2043,22 07 35.5,-20 29 11,1.689,17.6,0.,0.000,QSO radio quiet
A09.25,22 07 45.1,-32 35 02,0.059,14.9,0.,1.229,Seyfert type 1
Q 2204-1614,22 07 37.0,-16 00 04,1.560,18.4,0.,0.000,QSO radio quiet
Q 2204-1625,22 07 38.7,-16 11 06,2.610,18.9,0.,0.000,QSO radio quiet
RX J22079-2824,22 07 55.7,-28 24 07,0.177,17.8,0.,0.158,Seyfert type 1
S52205+743,22 05 47.2,74 36 21,0.000,22.5,261.,0.000,Radio Galaxy
PKS 2205-636,22 08 47.4,-63 25 47,0.618,18.2,590.,0.000,QSO radio loud steep
2205-167,22 07 56.8,-16 32 31,0.160,18.8,0.,0.000,Galaxy unbarred
Q 2205-2021,22 08 00.1,-20 06 21,1.710,18.7,0.,0.000,QSO radio quiet
Q 2205-2014,22 08 03.9,-19 59 58,2.635,18.1,0.,0.000,QSO radio quiet
IRAS 22053-5158,22 08 33.2,-51 43 55,0.065,15.2,0.,0.000,Seyfert type 2
Q 2205-2053,22 08 07.2,-20 38 55,1.546,17.9,0.,0.000,QSO radio quiet
Q 2205-2129,22 08 11.4,-21 15 05,1.373,18.2,0.,0.000,QSO radio quiet
Q 2205+0120,22 08 01.3,01 35 24,0.045,17.2,0.,0.000,Galaxy unbarred
Q 2205-1704,22 08 17.3,-16 49 48,2.100,18.8,0.,0.000,QSO radio quiet
NGC 7217,22 07 51.3,31 21 44,0.004,11.9,0.,0.000,Liner
Q 2205-402,22 08 39.4,-39 59 34,1.400,18.5,0.,0.000,QSO radio quiet
Q 2205-1711,22 08 27.9,-16 57 12,2.560,19.1,0.,0.000,QSO radio quiet
Q 2205-1630,22 08 29.9,-16 15 55,1.600,19.0,0.,0.000,QSO radio quiet
A1.1,22 08 36.8,-19 46 47,1.716,17.7,0.,0.000,QSO radio quiet
Q 2205-1952,22 08 36.9,-19 38 01,2.100,19.1,0.,0.000,QSO radio quiet
2205-196U,22 08 44.3,-19 25 30,1.288,17.8,0.,0.000,QSO radio quiet
Q 2206-1958,22 08 52.1,-19 43 60,2.559,17.3,0.,0.000,QSO radio quiet
NGC 7213,22 09 16.4,-47 10 01,0.006,12.1,228.,6.758,Seyfert type 1
QSM2:03,22 09 00.2,-20 04 19,0.682,19.5,0.,0.000,QSO radio quiet
QSM2:07,22 09 00.7,-19 44 20,1.584,18.6,0.,0.000,QSO radio quiet
NGC 7214,22 09 07.6,-27 48 34,0.023,14.1,0.,1.815,Seyfert type 1
QSM1:03,22 09 15.2,-19 12 31,2.078,19.5,0.,0.000,QSO radio quiet
QSM1:34,22 09 16.1,-19 29 36,1.877,19.6,0.,0.000,QSO radio quiet
1Jy2206-237,22 09 20.0,-23 31 54,0.087,17.0,1010.,0.000,Radio Galaxy
PKS 2206-237,22 09 20.1,-23 31 53,0.087,16.1,1010.,0.000,Radio Galaxy
B2 2206+35,22 08 46.1,35 23 17,0.660,18.0,104.,0.000,QSO radio loud steep
Q 2206-1803,22 09 24.8,-17 48 17,1.062,18.8,0.,0.000,QSO radio quiet
Q 2206-1847,22 09 28.4,-18 32 58,2.157,19.3,0.,0.000,QSO radio quiet
Q 2206-1944,22 09 29.3,-19 29 46,1.500,18.8,0.,0.000,QSO radio quiet
2206-212,22 09 30.3,-21 03 12,0.000,20.7,0.,0.000,QSO radio quiet
QSM1:01,22 09 36.1,-18 54 42,1.835,20.3,0.,0.000,QSO radio quiet
4C 02.54,22 09 32.8,02 18 40,0.976,18.7,250.,0.000,QSO radio loud steep
ESO 108-IG17,22 10 47.4,-66 52 11,0.006,13.1,0.,0.000,Seyfert type 2
Q 2207-1730,22 09 46.6,-17 15 54,1.950,18.8,0.,0.000,QSO radio quiet
QSM1:15,22 09 51.2,-18 56 13,2.171,19.3,0.,0.000,QSO radio quiet
Q 2207-1703,22 09 52.2,-16 48 55,0.371,18.1,0.,0.082,QSO radio quiet
QSM2:32,22 09 54.8,-19 51 28,1.515,20.1,0.,0.000,QSO radio quiet
Q 2207-1628,22 09 52.7,-16 14 01,1.580,19.0,0.,0.000,QSO radio quiet
QSM2:36,22 09 56.1,-19 49 23,1.070,19.9,0.,0.000,QSO radio quiet
QSM1:36,22 09 56.2,-19 15 58,1.119,19.1,0.,0.000,QSO radio quiet
S42207+374,22 09 21.3,37 42 19,1.493,18.5,791.,0.000,QSO radio loud steep
S4 2207+37,22 09 21.4,37 42 18,1.493,18.2,791.,0.000,QSO radio loud steep
IC 5169,22 10 09.6,-36 05 20,0.010,14.3,0.,0.000,Seyfert type 2
QSM1:31,22 09 59.8,-19 23 46,1.748,20.2,0.,0.000,QSO radio quiet
Q 2207+0121A,22 09 55.1,01 36 06,2.183,18.1,0.,0.000,QSO radio quiet
QSM2:18,22 10 14.1,-19 50 30,2.454,20.0,0.,0.000,QSO radio quiet
2207-199,22 10 21.2,-19 41 50,1.978,19.8,0.,0.000,QSO radio quiet
QSM2:44,22 10 25.3,-19 34 18,0.452,19.7,0.,0.000,Galaxy unbarred
QSM1:35,22 10 25.4,-19 25 14,1.123,20.4,0.,0.000,QSO radio quiet
QSM1:25,22 10 25.7,-19 24 04,1.128,19.8,0.,0.000,QSO radio quiet
Q 2207-2044,22 10 29.7,-20 29 39,1.168,17.8,0.,0.000,QSO radio quiet
Q 2207-1744,22 10 31.7,-17 30 10,0.970,19.7,0.,0.000,QSO radio quiet
Q 2207-2029,22 10 34.7,-20 14 20,1.220,17.9,0.,0.000,QSO radio quiet
Q 2207-1627,22 10 34.7,-16 12 19,1.296,16.7,0.,0.000,QSO radio quiet
Q 2207+0121B,22 10 26.3,01 36 45,0.047,17.2,40.,0.000,Radio Galaxy radio l
2207-186,22 10 37.8,-18 24 08,0.440,19.3,0.,0.000,Galaxy unbarred
Q 2207+0122,22 10 29.9,01 37 07,0.013,18.0,0.,0.000,Galaxy unbarred
Q 2207-2008,22 10 43.4,-19 53 49,2.067,18.8,0.,0.000,QSO radio quiet
Q 2208-1927,22 10 48.2,-19 12 49,1.532,18.2,0.,0.000,QSO radio quiet
QSM2:34,22 10 49.7,-19 37 48,1.708,19.7,0.,0.000,QSO radio quiet
QSM1:21,22 10 52.9,-19 20 20,0.488,20.1,0.,0.000,Galaxy unbarred
2208-194U2,22 10 58.6,-19 11 58,1.940,19.5,0.,0.000,QSO radio quiet
Q 2208-1809A,22 10 59.5,-17 54 25,2.680,19.2,0.,0.000,QSO radio quiet
Q 2208-1809B,22 11 02.9,-17 54 58,1.282,17.4,0.,0.000,QSO radio quiet
Q 2208-2039,22 11 14.4,-20 24 27,2.800,18.9,0.,0.000,QSO radio quiet
Q 2208-1832,22 11 16.0,-18 17 26,1.830,18.3,0.,0.000,QSO radio quiet
Q 2208-1720,22 11 15.4,-17 05 26,1.210,17.3,0.,0.000,QSO radio quiet
Q 2208-2145,22 11 19.7,-21 31 10,1.490,18.1,0.,0.000,QSO radio quiet
A09.85,22 11 29.1,-34 49 48,2.400,19.2,0.,0.000,QSO radio quiet
PKS 2208-137,22 11 24.0,-13 28 10,0.392,16.7,626.,0.661,QSO radio loud flat
2208-200,22 11 35.6,-19 47 26,1.970,20.7,0.,0.000,QSO radio quiet
Q 2208-1905,22 11 36.9,-18 50 47,1.225,17.7,0.,0.000,QSO radio quiet
A09.72,22 11 50.6,-37 07 04,0.320,15.8,346.,0.132,QSO radio loud
A09.36,22 11 48.6,-32 55 37,0.310,16.4,0.,0.089,QSO radio quiet
MC 2209+152,22 11 33.1,15 30 27,1.502,18.6,99.,0.000,QSO radio loud steep
A09.55,22 12 14.7,-34 44 48,1.940,17.2,0.,0.000,QSO radio quiet
MC 2209-117,22 12 03.7,-11 29 03,1.460,18.2,170.,0.000,QSO radio loud
Q 2209-1708,22 12 08.5,-16 54 04,1.360,18.4,0.,0.000,QSO radio quiet
Q 2209-1842,22 12 10.4,-18 27 38,2.092,17.6,0.,0.000,QSO radio quiet
PG 2209+184,22 11 53.9,18 41 49,0.070,15.4,120.,1.413,QSO radio loud flat
1Jy2209+080,22 12 01.5,08 19 15,0.484,18.5,1080.,0.216,QSO radio loud flat
PKS 2209+08,22 12 01.7,08 19 16,0.484,17.7,1080.,0.216,QSO radio loud flat
RX J22127-3117,22 12 43.9,-31 17 31,0.239,18.6,0.,0.109,Seyfert type 1
Q 2209-2046,22 12 36.9,-20 31 12,1.950,18.7,0.,0.000,QSO radio quiet
MS 22098+1800,22 12 15.4,18 15 00,0.082,17.6,0.,0.238,Seyfert type 1
Q 2209-2124,22 12 45.2,-21 09 39,1.714,18.0,0.,0.000,QSO radio quiet
Q 2210-394,22 13 00.7,-39 10 34,1.280,18.2,0.,0.000,QSO radio quiet
Q 2210-1725,22 12 46.9,-17 11 03,2.200,18.3,0.,0.000,QSO radio quiet
A09.20,22 12 59.8,-35 41 13,1.960,18.0,0.,0.000,QSO radio quiet
1Jy2210+016,22 12 37.9,01 52 51,0.000,21.7,1000.,0.000,QSO radio loud steep
Q 2210-2011,22 12 58.1,-19 56 40,1.870,19.1,0.,0.000,QSO radio quiet
MS 22102+1827,22 12 37.0,18 42 28,0.079,16.7,0.,0.316,Seyfert type 1
1Jy2210-257,22 13 02.4,-25 29 30,1.833,19.0,1050.,0.000,QSO radio loud flat
PKS 2210-25,22 13 02.5,-25 29 30,1.833,18.7,1050.,0.000,QSO radio loud flat
ESO 404-IG42,22 13 17.8,-37 00 55,0.034,15.1,0.,0.000,Seyfert type 1
2210-200,22 13 09.3,-19 50 39,2.100,20.7,0.,0.000,QSO radio quiet
Q 2210-1751,22 13 09.7,-17 37 02,1.557,17.6,0.,0.013,QSO radio quiet
Q 2210-1643,22 13 31.1,-16 28 44,0.450,18.2,0.,0.000,QSO radio quiet
A09.50,22 13 45.2,-34 00 51,2.400,17.6,0.,0.000,QSO radio quiet
Q 2210-1901,22 13 40.7,-18 46 52,2.320,18.4,0.,0.000,QSO radio quiet
Q 2211-1813,22 13 48.9,-17 58 31,1.180,17.2,0.,0.000,QSO radio quiet
RX J22141-3528,22 14 09.8,-35 28 49,0.480,17.5,0.,0.000,QSO radio quiet
Q 2211-1727,22 14 06.2,-17 12 18,2.160,18.7,0.,0.000,QSO radio quiet
2211-196,22 14 08.3,-19 24 30,1.680,18.3,0.,0.000,QSO radio quiet
IRAS 22114-1109,22 14 05.7,-10 54 27,0.054,0.0,0.,0.000,Seyfert type 2
Q 2211-1636,22 14 13.0,-16 22 01,2.930,19.2,0.,0.000,QSO radio quiet
Q 2211+0119A,22 14 09.6,01 34 29,0.183,18.1,0.,0.000,Galaxy unbarred
PC 2211+0037,22 14 10.0,00 52 28,0.910,18.9,58.,0.000,QSO radio loud
1Jy2211-172,22 14 25.5,-17 01 38,0.153,17.8,2170.,0.267,Radio Galaxy radio l
3C444,22 14 25.6,-17 01 35,0.153,18.0,2079.,0.267,Radio Galaxy radio l
ESO 344-G16,22 14 42.0,-38 48 23,0.039,14.5,0.,0.432,Seyfert type 1
Q 2211-1745,22 14 29.5,-17 30 10,0.905,17.9,0.,0.000,QSO radio quiet
Q 2211-2011,22 14 37.2,-19 56 08,1.610,18.4,0.,0.000,QSO radio quiet
Q 2211-1915,22 14 37.9,-19 00 58,1.952,17.8,30.,0.000,QSO radio loud
PC 2211+0119,22 14 27.8,01 34 57,3.100,18.8,0.,0.000,QSO radio quiet
Q 2211-1619,22 14 40.4,-16 04 14,1.910,19.0,0.,0.000,QSO radio quiet
2211-199,22 14 44.5,-19 43 60,0.330,19.2,0.,0.000,Galaxy unbarred
Q 2212-1903,22 14 44.3,-18 48 37,1.960,18.9,0.,0.000,QSO radio quiet
Q 2212-1957,22 14 51.2,-19 42 58,2.021,18.8,0.,0.000,QSO radio quiet
Q 2212-1634,22 14 55.8,-16 19 29,0.296,17.5,0.,0.000,QSO radio quiet
1Jy2212+135,22 14 46.8,13 50 27,0.027,14.3,1089.,0.000,Radio Galaxy
PKS 2212-299,22 15 16.0,-29 44 24,2.706,17.4,440.,0.022,QSO radio loud flat
Q 2212-2013,22 15 09.8,-19 59 01,1.180,18.5,0.,0.000,QSO radio quiet
Q 2212-1747,22 15 15.3,-17 32 22,1.159,18.0,0.,0.020,QSO radio quiet
RX J22154-3038,22 15 25.3,-30 37 59,0.624,16.1,0.,0.000,QSO radio quiet
